,date,max_temp
621,2020-10-11,33.0
622,2020-10-12,34.8
623,2020-10-13,32.3
624,2020-10-14,27.2
625,2020-10-15,30.4
626,2020-10-16,32.7
627,2020-10-17,33.0
628,2020-10-18,33.4
629,2020-10-19,35.3
630,2020-10-20,33.6
631,2020-10-21,33.3
632,2020-10-22,32.7
633,2020-10-23,33.3
634,2020-10-24,33.8
635,2020-10-25,35.9
636,2020-10-26,35.8
637,2020-10-27,33.8
638,2020-10-28,33.6
639,2020-10-29,34.1
640,2020-10-30,36.1
641,2020-10-31,33.5
642,2020-11-01,27.3
643,2020-11-02,28.1
644,2020-11-03,35.5
645,2020-11-04,37.0
646,2020-11-05,37.5
647,2020-11-06,37.9
648,2020-11-07,32.95
649,2020-11-08,35.6
650,2020-11-09,35.4
651,2020-11-10,30.9
652,2020-11-11,32.2
653,2020-11-12,33.1
654,2020-11-13,34.3
655,2020-11-14,35.9
656,2020-11-15,35.9
657,2020-11-16,35.8
658,2020-11-17,35.2
659,2020-11-18,35.2
660,2020-11-19,33.3
661,2020-11-20,35.5
662,2020-11-21,33.8
663,2020-11-22,35.3
664,2020-11-23,33.4
665,2020-11-24,33.1
666,2020-11-25,30.8
667,2020-11-26,33.4
668,2020-11-27,28.2
669,2020-11-28,24.8
670,2020-11-29,30.7
671,2020-11-30,34.5
672,2020-12-01,30.2
673,2020-12-02,31.3
674,2020-12-03,32.8
675,2020-12-04,32.5
676,2020-12-05,33.1
677,2020-12-06,34.8
678,2020-12-07,35.35
679,2020-12-08,32.8
680,2020-12-09,35.5
681,2020-12-10,35.6
682,2020-12-11,35.4
683,2020-12-12,35.0
684,2020-12-13,32.5
685,2020-12-14,33.0
686,2020-12-15,34.9
687,2020-12-16,32.8
688,2020-12-17,33.1
689,2020-12-18,34.1
690,2020-12-19,32.9
691,2020-12-20,32.6
692,2020-12-21,30.8
693,2020-12-22,29.1
694,2020-12-23,29.8
695,2020-12-24,31.1
696,2020-12-25,30.7
697,2020-12-26,29.4
698,2020-12-27,30.7
699,2020-12-28,31.5
700,2020-12-29,31.6
701,2020-12-30,31.4
702,2020-12-31,29.9
703,2021-01-04,38.8
704,2021-01-05,38.8
705,2021-01-06,40.3
706,2021-01-07,37.3
707,2021-01-08,33.0
708,2021-01-09,29.9
709,2021-01-10,33.1
710,2021-01-11,35.2
711,2021-02-04,37.9
712,2021-02-05,36.5
713,2021-02-06,38.5
714,2021-02-07,32.4
715,2021-02-08,32.9
716,2021-02-09,29.4
717,2021-02-10,33.6
718,2021-02-11,34.4
719,2021-03-04,39.1
720,2021-03-05,37.4
721,2021-03-06,36.2
722,2021-03-07,29.9
723,2021-03-08,33.2
724,2021-03-09,33.2
725,2021-03-10,33.7
726,2021-03-11,33.2
727,2021-04-04,37.8
728,2021-04-05,37.8
729,2021-04-06,30.3
730,2021-04-07,33.7
731,2021-04-08,32.9
732,2021-04-09,32.6
733,2021-04-10,33.5
